Subject,System,ticket_id
3UK_LTE_ LUA Repetetive Fault _ ERY025,Distributed Unit,3322f91c-1de6-4d14-b612-bee41023faf1
PoD messagin failing SAE-GW responds NAK s/w correction,Gateway General Packet Radio Service,1f69929d-bd9e-48d8-a0a2-8f20788c38c8
CK0503 - Intermittent LUA Drops,,740a4cbc-ad9e-4cc2-9ec4-6ffb5231893d
RAID/Etc fail in Birmingham LSM 1/BM0LSM1M,Operation System Support,5c6549d9-465d-4a98-9cc7-7a1a81c67b8f
3UK_LTE_ Intermittent Service Off Post SLR 8.0_P0_02 upgrade _ 1st July 2020_CRQM00010694759,Distributed Unit,2274dd57-4964-4491-8414-7a121c260780
PoD messaging failing SAE-GW responds NAK s/w correction,Gateway General Packet Radio Service,3cb3974c-c69e-4f55-a248-f86b73c92f89
LSM2-M Disk(H/W) Check Fail,Operation System Support,1163cf22-36db-4cd5-a02f-65b8e7a2ebf0
ORO Cluj CMS NFVO high memory usage 79%,vCMS,5c46d40b-d74c-4558-9c86-4a9d3bcd9ff6
Disk Errors in BM0LSM01 and MR0LSM02,Operation System Support,0104d955-615e-4af9-b527-dadc91d59b78
DIsk replacement for MRLSM02,Operation System Support,abd1b524-5227-4ed2-b1f6-302f716bc537
DIsk replacement for HHLSM01,Operation System Support,caa2eb9b-8a69-4b95-bba4-a2a6ac4ad402
NetWorkS! (Orange Poland) S1RESET and RRM failure seen on TMPL cells only - high volume.,Distributed Unit,41d69c2c-1baf-43ea-b878-92cb20d6de0f
CSFB - Samsung eNB not returning Handover in Progress issue,,bad5ee89-3004-4292-adfa-354ad8df8fb8
[SLR9.0.0/SVR19A P2][Orange Romania Cluj-Napoca][Site CL0756 multiple alarms and service-off],Distributed Unit,227d2c24-4570-4eca-9a14-56ffb6ae2ef1
Physical disk unrecoverable error observed on Birmingham LSM 1 (BM0LSM01),Operation System Support,faae6097-68d6-4888-88b5-0c82d7ca3ea0
SumActiveUEDL QCI8 - huge increase in counter value,Distributed Unit,9aa64937-95e8-427f-aa1d-851f08112c76
SVR20C Poland Trial: Issue with DSS counters DLScheduledTTINum,Distributed Unit,2a10258f-febc-4f9f-a1b7-add82fb5664a
H3G SLR8.0.0 P0_03 FOA - FW Verify NOK after eNB upgrade,Distributed Unit,90d91462-1a64-4f3c-924d-133740d73102
3UK:SLR8.0 P03: MIssing/Incorrect PLD in xml files to LSM (NBI),Distributed Unit,8081b3ee-3031-4b73-b251-1eba88b8a871
CM XML missing content,,bbcb79a3-07cb-4e23-b237-2855ef5442b8
Physical Disk got failed on Enclosure-1 Slot-1 in BM0LSM02,Operation System Support,88b9e964-1fcd-46d2-b95f-cebf78849e2f
Samsung eNB latency considerably higher than other vendors,,c863588b-ae23-45b7-b53e-ed661a944755
OLN LAB: ucr clock-source-or-path-fail alarm despite ucr leaf showing 10+ sattelites,Distributed Unit,dad7dc64-8671-4a8d-b0dc-49d50b5ca8ff
[Play Poland Field Trial][SVR21B Orange Pkg][eNodeB][Carrier Aggregation Scells with very poor scheduling],Distributed Unit,8d058138-80bd-4764-ad15-15a02e0a36bf
"Physical disk unrecoverable media error received on Enclosure-1,Slot-10 in HH0LSM02",Operation System Support,6357a5d0-ea26-4591-8de0-b26779737649
OLN LAB: Fluctuating throughput in good RF,Distributed Unit,ce699c82-5526-4d08-b873-46c616f7065d
"3UK SLR9.0 P1:  IRAT PSHO FAILURE:  HandoverCommand no response from Nokia EPC, what changed?",Distributed Unit,97cde34c-a97f-4718-ba36-23dce93d43a2
3UK SLR9.0P1 InterVendor RRE (RLF HO) is not working,Distributed Unit,c763503f-f177-44d8-bdf7-cf814cc9af60
[OLN lab] fcp application-block-down after many sfn-fail alarms,Distributed Unit,dc9be251-3bd1-471a-9d08-e0c5886a85a8
3UK_LTE_Cells down with multiple alarms,Distributed Unit,0deab554-aca1-48d7-b087-8ad9096df151
3UK SLR9.0 P1 FOA#2(RRE): Call Drop and ERAB impact,Distributed Unit,542309d3-3038-4bac-86ef-87bad91728b6
Unable to fetch Neighbor details for enodeB in Hemel LSM-5 HH0LSM05M GUI,Operation System Support,fe837687-ac61-477e-b629-b16790ad7a54
3UK_LTE_Degradation in throughput along with step change in PRB usage dip,,9fead47b-d61b-4d83-8e88-612d4e456913
Accounting interim missing mm.l2tp &,Gateway General Packet Radio Service,4eed589e-bdbc-4a54-a948-4c19590452ef
CL0066 MHA issues  - no DC is present on the antenna ports of the SRU for B and C.,,232ae674-ca55-40dc-b2af-83469429021a
Physical disk unrecoverable media error received on Hemel-1 LSM HH0LSM01 & Hemel-2 LSM HH0LSM02,Operation System Support,58bc701d-5f02-4b03-8360-cc30784157cd
RAID/Disk (H/W) Check Fail LSM 1 - M,Operation System Support,4f9207ac-c215-4f65-98a3-312d53b74cbf
High Inter-eNB RRE Failure Rate 90%,Distributed Unit,c42900f0-d70e-4daa-9b35-e5b3aeadddf0
LK0211 sec B L18 RRH DIGITAL INPUT HIGH,RU,7def4949-74b2-4c7f-9a41-16a6c6e639ab
SGSN not sending Relocation request to RNC,C-MME/SGSN,9e475c07-1077-4fd6-b975-c63dd9461389
DU0432 LUA site down after works,Distributed Unit,50c0c355-f245-48c5-81f6-b3ea8327595c
LSM2-M RAID/Disk Fail,Operation System Support,6b07df11-35a8-4146-90ee-4fc12fbb7082
Need to retrieve PM data from DB more than 4 days from LSM,Operation System Support,978ede13-6cd6-48f4-a7ac-b63250d460ad
Requesting to download PM data from LSMR Database for 4th Nov and 5th Nov for all clusters,Operation System Support,11aeb4f9-dffe-4327-8716-4a1a8ed22285
/Etc hardware failed in Hemel-1 LSM HH0LSM1M,Operation System Support,5500cacf-77d7-4868-b5fa-b61edd5c3429
Node Not sending CMP requests to NCM,Distributed Unit,fde07260-1ff4-4a48-b0d7-5dba8a650e16
[VDFUK][Ph2] ACPF - NR ANR not working (NR<->NR neighbours for PSCell Change procedures not added),ACPF,d1989b7e-8965-4488-a462-585c26db0262
"Observed ALRM-DIMM_HALT,  ALRM-FAN_HALT,  ALRM-POWER_HALT for BM0CGW05.",Gateway General Packet Radio Service,5446e293-8b5f-41b4-945e-2084e3359344
LSMR Syslog - logs from the eNB sent by the syslog protocol,Operation System Support,ead5be74-c584-432b-bd50-21c730c19764
95590 O-RU[4] unavailable between 28.02.2023  07:06:49 - 28.02.2023  13:49:57 impacting 4G cNum14 and 5G cNum17 service,RU(Samsung),f5c77e99-d279-4c4d-a7d3-dba5790434ed
DOUBLE_CHECK_RSRP_RSRP option not working on A4 Event for SPID HO,Distributed Unit,7cbdc0b4-4b62-4fb2-8635-deb582b5131c
"Error observed on  CPU,fan,Mamory,Disk on LSM BM0LSM2M",Operation System Support,4e550fae-6544-4ef0-8074-0705c6111dde
Site 88807 alarm fluctuation :- RMP/DPP port down and A5700030R- Unit has detected a fault with one of its interfaces.,MMU(Samsung),1b3c247f-15a4-42ca-ac37-facd8e9c53e1
Overlapping Frequencies allowed,ACPF,5c169f7b-645f-46fb-b3b2-5c5d3ceb4843
Availability/RRC  and other Performance Counters are missing,USM,6428630e-d61d-4ea5-b5f0-71a56fd7d8a2
RU initiated communication loss alarm,RU(Samsung),55e5930b-2d0b-462f-922a-1c11826f005d
"Disk Failure LSM1-M Enclosure 0, Slot 3",Operation System Support,872845db-0aa9-4900-848b-0d80c32d6ccd
Disk Failure observed on HH0LSM3B LSM.,Operation System Support,e79bd3e1-54b6-4c47-ab56-cbd6c42c2017
Check NTP Source,Gateway General Packet Radio Service,27347ce5-19ac-460f-9342-605a27a79bf1
"VF-UK Lab // SVR22B-R0202 & SVR23A-R0100 // eNB, LTE B1 // Constant RRC Connection Reestablishment Issue",Distributed Unit,afd54187-e676-4b06-87fa-bed37ec750b4
RAID/Etc failure on BM0LSM3M.,Operation System Support,341e8b66-2550-47b1-add0-c969e7dbf88b
All cronjobs list lost on HH0LSM1.,Operation System Support,7dcf8bc7-ed82-48b5-986b-84846c544ced
[SVR23A O-RAN][VFRO ORO Pilot Romania] MAC binlog not capturing in CFMA path,Distributed Unit,b669bc7e-e971-4611-9195-3f0323c2cf8e
[SVR23A O-RAN][VFRO ORO Pilot Romania] Intermittent no Scell PRSs scheduled,Distributed Unit,55539aec-15f6-4d22-bc4a-e6e1393f01bd
[SVR23A O-RAN][VFRO ORO Pilot Romania] Poor UE Context Retrieve Success Rate for ORO cells,Distributed Unit,40d3969f-64b3-4a4a-8512-561a64ab5421
[SVR23A O-RAN][VFRO ORO Pilot Romania] Higher Uplink interference in VFRO cells than co-sector ORO cells,Distributed Unit,ec544e78-a422-4e85-b467-906329ec132b
RAID/Disk failure on HH0LSM2M.,Operation System Support,b454996f-e35b-47dc-9185-3904db0e3751
[SVR23A O-RAN][VFRO ORO Pilot Romania]  PSM restart occured (Protocol Status Alarm ( Communication Fail : RMI ) For USM.,USM,c43d40ad-e6c2-4cb9-87d9-917ad4004a52
QCI1 DL Latency higher than Legacy,,7d3e1463-713d-4612-b3cc-0238a2bfbb89
eth0 down,Operation System Support,c846eb8b-933c-4ec8-872c-4c784d73bff0
[SVR23A O-RAN][VF ES Create] DPP no-phase-clock-ref-signal,Distributed Unit,a9c6fc67-dd4d-4c27-b2fe-2b2d6c5bcb9e
[SVR23A O-RAN][VFES Create] Issues in gaining 5G SA and NSA service,Distributed Unit,860a1a8f-847c-46b6-88ed-ae39b6dec6fb
1258 - VoLTE DCR Increased with VSWR Alarm on O-RU1 at 25.12.2023 08:00,RU(Samsung),45e7cb91-b3b6-4d46-9f5f-0a4f0d79ab83
Physical disk unrecoverable media error received on HH0LSM4M.,Operation System Support,505b9e60-c574-4cba-a8da-ccc06cc1d12a
"Family:""PDCP Volume collected in UP per gNB ID per PLMN per QCI with Global Identifier"" is reporting zeros (0) for N78 TEF cells.",AUPF,47b176ce-df91-4f6e-942f-761c8c2da130
LAM037/LAM030/COL005 - RRH Digital Input low Alarm,Distributed Unit,b69ab0df-0680-4ff2-90d3-2e5e58d0e30b
SVR23A O-RAN][VFRO ORO Pilot Romania] SW Re-fork (gtob_bs.gsm.xcg) on GSM site 2392OL_V_BE1746_ORAN_GL_vDU2,Distributed Unit,5f7a829a-569f-43b6-9c6a-1bc3621c3bcb
MR0LSM3M LSMR switchover reported due to power issue at Manchester DC on 12-Feb-2024.,Operation System Support,a9272bfa-acf7-4154-a156-6efa712daee1
Network Wide increase in VoLTE Drops,,4e3ef3bc-d41a-41fa-bb9a-cbc75321e760
[Telefonica] ][23A][USM] USM event/alarm report not occurring,USM,edf62d29-5d26-433e-9f0b-a1f8b36d9eaf
[SVR23A O-RAN][TEF-DE] psd-0 container is restarting,USM,c5c5c51d-03e0-4f01-932a-8de59c05b9b5
RAID/Etc Failure observed on BM0LSM3M LSM.,,4f5da069-7942-4304-b456-f10ed24b758d
"""When NETCONF session between UADPF and ORU is closed."", alarm on 3004TT_O_CR0383_ORAN_GL/ORU[3]-ORU[3]",RU,378eb5d8-b5dd-4e89-8cd2-b6d35005bee2
"LSM1-M disk failure on Enclosure 1, slot 8",Operation System Support,f9268b68-9566-4aae-8041-f4f634a3922d
We are observing Major alarm node 1 fail 3par1 system (BM0CGW06 3par).,CGW,683d300e-16c3-45f8-8ec8-7340259f5fbc
MR0CG102 of MR0CGW02 is not reachable,CGW,7f4f014a-f53f-4e08-9c10-ba784cd371ed
GGSN and SGSN alarm fluctuation in BM0MME01,C-MME/SGSN,da6e8aa4-c134-4bfe-8cc6-8d6f0b4333d5
SRVCC to GSM is not working,Distributed Unit,cda0c64e-2e14-4538-b58f-7bacb42ffb58
[Telefonica] ][23A] 510340706A-L/ORU[6]-ORU[6]_LTE cells Cnum 41/51 disable_When NETCONF session between UADPF and ORU is close,RU,e93b7b11-f2a2-4789-a1d5-c1de2afb3963
"[SVR23A O-RAN][VFRO ORO Pilot Romania] Failures increased in s1 setup phase under ""S1ConnEstabFail_S1apSigFail""",Distributed Unit,6ffd26bf-b59a-4f54-8c95-2068c0b28dd8
Busy sites with quick drops on low band cells - all sites have LCC2 boards,Distributed Unit,c88ddd04-bf5f-4afb-8f40-8f0db7b1ca0f
LSM2-M - Not all hardware is up.  RAID/Etc(H/W) Check Fail,Operation System Support,199269d1-74c5-4090-9009-376136407eb4
HTTPS Access issue  of 3par storage SP for FB0LSM1M LSM,Operation System Support,04e10933-48bd-41a4-a9af-4c5212837e3a
Samsung_4G_MAN127_MAN127B62_SAM_4G_Data_Handover,Distributed Unit,41149c55-ddfb-438e-90e1-41b8aefb8010
DIL Alarm on /VOS/2587BO_O_CR0165_ORAN_GL/ORU[6]-ORU[6]/tac_0_0_0_0/ta_0/1004  When the power level of I/Q digital data (which is inputted to amplifier) is lower than alarm threshold,Distributed Unit,99e00fd5-8e3f-48cf-b1aa-e93adcdbcf50
Multiple X2 in HOSR degradation cases-TAM021 &KKS001,Distributed Unit,bb172db3-e8b9-4e47-a61d-8ad3247380a1
VFUK Lab // NETCONF communication issue // PTH308 uADPF1 >> USM1B,USM,6a5d8ba5-82c2-4530-a162-d084850dfd7a
CS0LSM1M_MS02 Showing in Offline/Faulted state,Operation System Support,7dc30f7d-aed2-4920-ac79-a292a7676c19
DN1SAE02 & EQ0SAE01 - DF ACCESS FAIL ALARM and PORT FAIL ALARM,Gateway General Packet Radio Service,74aa3f37-efbe-4b65-86fe-1b00c1faa1c3
Disk Failure on HH0LS2M,Operation System Support,c16baefc-ef36-4a60-91fa-90a1babbcd38
eNB11 : : Preprod: Cold Restart Loop after rehoming,Operation System Support,fa4c0883-cb56-4b17-88cf-251dab777eee
USM Errors - Server is disconnected,USM,e3569940-ce20-41c1-8f08-d7a5eca5f568
Samsung USM ADC : CFM0 Server Memory usage is critically high (96%),CaaS,0d5a557b-063a-4bb8-a9ff-02f238888989
NTP SERVER TIME MISMATCH FOR MR0SAE01(LEMA1/CPU0),Gateway General Packet Radio Service,fa951308-d1f4-4023-ad9d-d88ca44f58de
[TEFDE] [SVR24A P1] - Low 5G SA RRC Success Rate,ACPF,a55c2d81-c5b5-44dc-ad95-080485e3d349
[TEFDE] [SVR24A P1] - High SCG Failure Rate for N78 layer,ACPF,83309a9e-3ec5-4f6a-8cb8-54a5b463c67c
Config7 L2300 VMO2 Low Uplink throughput,RU,ec9bb9e6-78bd-419d-a5b7-6d76136033fd
[TEFDE] Low RACH Success Rate for 175 site (L900 S3),RU,dc2da9e9-3949-45c9-84fa-f0017cdb85cf
"EMS-HTPLSM02_MC_M cpu,EMS Resource Alarm ( cpu= 58% )",Operation System Support,b87302bd-fac5-47f4-874c-0263328a0a20
No Action taken incidents for Samsung Data Retainability and Accessibility KPI Analysis,RU,18b5ddcf-a1bc-468c-b8d7-99c4a4366910
[VFDE] [O-RAN] //VDF_DE/HxxA20/ORU[4]-ORU[4]/updownconverter0/1008 Alarm,RU(Samsung),db270127-dcb1-449b-acc0-1402532d5308
SAEGWs Decommissioning.,Gateway General Packet Radio Service,e50295e0-a3cc-4a67-aa95-072a398a4b7f
Energy Counter Query,Distributed Unit,46907b37-ec72-4af1-afeb-37b61ec1a297
"[ESN GA Client] Contact search results didn't return admin-defined contacts, but returned user defined contacts",Smart phone,eefffb22-ead4-47c9-8044-7eb684f1170d
L2TP PPP ACK issue,Gateway General Packet Radio Service,5da29a47-1ac8-44e6-a3cf-bce2a8225779
Migrated GTACT150617018 - UAG OAM connection drops when re-enabling Flex 1A X1 interface,Unified Access Gateway,a9662fc1-ef23-435c-a9f7-5933fb3aea17
RTP stream does not transferred from core to access,Unified Access Gateway,575e5dbe-7862-4074-8e48-04ebcca767a4
HTPLSM1M/Disk(H/W) Check Fail Alarm on LSMR1,Operation System Support,80b175a1-05ae-4944-a4dc-bf477ea5c6ea
HH0IMS02 after s/w upgrade 2.2.0 SABA2 is rebooting,Call Session Control Function,ff44e5de-9724-4799-9c65-54fbd9f7e5b9
HH0IMS02 connections dropped,Call Session Control Function,18661393-fdb9-4749-8835-d0f49e9d113c
BM0IMS02 FNVA1 - DISABLED,Call Session Control Function,8f5ea004-6e46-4668-acac-d428a371bdbb
MME_DNS_QUERIES,C-MME/SGSN,6cc43dc3-833e-4620-af2c-d1e9bddf808b
VMIG SMS CDRs in wrong CGW IMS folder,CGW,28b71119-d26d-4723-b01b-15528c4b27b6
"RTP gets stuck in case of Call Forwarding No Answer, A-B-C all VoLTE user, wb-amr all way",Unified Access Gateway,b167c932-69fc-408d-bc53-b8f9f84e54a4
IMEI not sent by SGSN in SGSN cxt response,C-MME/SGSN,3cd7abed-7ccb-400f-b306-5ae56a021416
GTP OOS Stats / eNB Port Mirroring,,685c8145-bdd2-44e9-a275-b7dfbb89850d
CQI reporting and DL scheduling,,757da4e5-7c02-4d21-a485-c1ad456c2e74
UL MCS distribution,,5c2d7277-b199-42ba-8255-86a8972212d4
UE granting,,74a41317-28f8-483f-ad5e-24236bba4611
Call_Drop_QCI Erabincominghosuccnbr doesn't count Incoming Intra-eNB Attempts,,a18e6e9d-a939-41ab-8bf6-9341c644cc22
Increase in S1 connection time following migration to Samsung SGSN,C-MME/SGSN,e2af046a-92f7-43d2-8072-4b000cae6e83
LS-LSMR query - IMSI trace setup with multiple southbound IP addresses.,Operation System Support,12508eb2-8ded-434d-853c-dbdad0c8dad6
SAE-GW behaviour when GTP restart indicator increments following an ePDG failure and recovery,Gateway General Packet Radio Service,881b1e4c-d151-4c62-a53f-ce8d94f818d6
Inter eNB RRE : LSMR IMSI Call Trace showing multiple HO & RRC Re-establishment Request messages,Operation System Support,dc3bd54d-0d4a-4e96-9a9e-ee40a80c0696
No CDR Dropped Upon SMS towards ETinT CS Retry to 3G,VMIG,f52e558c-3a5b-4c2c-a0f0-bb51489f046d
MR0SBC12 high 480 sip error after MP-1a went OOS @01:47 2/9/16,,5e52b021-6ddc-41d3-8e96-0bcf3c6533ca
Incorrect time stamp for the signalling messages for IMSI call trace,Operation System Support,26ed6da7-dd5f-4fb0-b58e-35bc792d2783
Legacy-LSM6.0.0: Current default authorities offered by LSM is not matched with Samsung NMS HLD doc.,Operation System Support,c9d7d099-1817-4777-9d7e-a8fb4cb663f4
Legacy LSM6.0.0: Connection status indicating “connected” is not updating all the time on LSMR GUI.,Operation System Support,d90000d0-76d6-43e4-8027-75a546835958
Marko_test,Distributed Unit,4044adac-57a5-4872-9318-80f8f8d3f209
LSM 6.0 Configuration ALD Manager function information issues with eNB at SLR6.0,Operation System Support,8dfc2b19-216a-4bc7-961e-87dfb7055f6c
Incorrect handling of diameter links causing shutdown,C-MME/SGSN,71f24808-c0d3-47a8-b58d-d183142d74b3
Legacy LSM6.0.0: Call Summary Log file not pegging the QCI-1 attempts.,Operation System Support,13f84e31-e0ee-4a84-98c1-fca04b3252ea
SCTP Resets,C-MME/SGSN,b606dc08-05b0-43f2-add1-3c0f1e7a9c77
HH0LSM3 LSM not having CSL stats,Operation System Support,a5b3b1f6-2cfd-42e5-96e2-b55c346f20a7
SLR6.0.0 - Periodic InterRAT ANR is not working.,Distributed Unit,094d2957-8999-45d8-9b6e-79a84b578eb7
Call Trace Through LSMR,Operation System Support,e3f17764-cf3d-4c69-83ec-5195907ffd82
"PDCPSDULOSSRATEUL on QCI1,5,9",,effbaf39-ac50-492c-8065-0d91bb2b813d
"SIP messages are swapped at access side, TAS should reorder according to precondition",,c6e0b5be-0ef6-4f33-b3c7-c4154142fdb9
SLR 6.0 : VoLTE during InterRatANR removes A2 Measurement configuration impacting SRVCC,Distributed Unit,5ae7a7e4-57fe-483c-949c-17ea09c64f87
MME detaching subscriber which is already deregistered,C-MME/SGSN,4cebc45a-8c65-44ae-867c-7b3dc8d3b582
Abnormally High CQI Erase (CQI0) and/or UL HARQ DTX on cells,,f6c4e965-0cda-401a-bd84-fe5799d05b94
SLR4.5.0.P1 - Interfrequency Periodic ANR -ENB is configuring Inter-frequency periodic ANR measurement configuration for NBR which has been added via Inter-frequency periodic ANR previously,Distributed Unit,e032d0fc-7e2e-43db-8646-683f144b1fa1
"LSM6.0 PO FOA - Unable to register site under ""ON DEMAND"" tab on Hemel 2",Operation System Support,dbcdb2c1-4ea9-4c16-93ba-04139aeb3e3e
IMEI(SV) not sent by SGSN in CREATE_PDP_CONTEXT_REQUEST,C-MME/SGSN,1c38b12b-5ddc-40fe-bbc4-193c89fc326d
LSM 6.0 Performance Stats GUI query Slow Response,Operation System Support,6a8dafa3-af27-4c82-885d-14c96ca985e3
CE card is OOS service and continuously restarts,Unified Access Gateway,92129b8b-f215-434b-8d7f-e1fd377e9018
Failed Fan on Birmingham VMIG1,VMIG,e3be0e79-d39c-47f8-9ac4-6380792306a3
3G APN override - long non-standard APN string,C-MME/SGSN,74976c2b-0d62-422b-8901-9c7f94fe7aa1
Subscriber tracing on MRF EMS does not owrk with tel URI / B Party initiated Hold / Conference,MRF,71cc4072-7ac4-470e-a914-16987e32e5ae
No IRI End on LI X2 interface,,cc1eae2a-a9e4-4996-923b-013bdb60b6bd
Inter eNB RRE - X2 In Execution failure Causes,,35987351-4ef7-4daa-b077-03365a00da60
SLR4.5.0.P1 - CA 1800/800 - It is possible to get UE DL throughput more than APN DL AMBR rate which is set during APN attach.,Distributed Unit,8b8f6f26-8c6f-4116-abac-01737a058283
SLR4.5.0.P1 - CA 1800-800 - UE capability message was requested with every service request for Release10 devices,Distributed Unit,1028df11-7348-4f82-b247-984b15773110
MME not storing UE radio Capa for some devices,C-MME/SGSN,6d6deea7-ab98-4e1b-a716-81a5e496fcaa
ODB on the Samsung SGSN for MVNO,C-MME/SGSN,f3ec3fb3-b606-496b-9994-9d3199d1e59f
MR0MME01 : PMDA2 CPU1 - OMA BLK showing unusual CPU and Memory usage statistics,C-MME/SGSN,833b0576-830b-47af-a192-d89dcad65d72
GTPHO Measurement Errors (RTRV-MEAS-HO:ITEM=GTPHO) not incrementing correctly in SAE-GW.,Gateway General Packet Radio Service,180d523f-8e87-4d70-ac7a-ae20e7ae35d0
DL-FSS:  AIDTH1 value affects DL-FSS functionality in SLR6.0.0_P02 eNB.,Distributed Unit,07be559e-3fa7-4e61-af50-8078cd1d17c6
LSM1-Storage array status is Degraded on DN2LM101,Operation System Support,f85329b6-9e94-434b-ac5e-4a69d5be863d
eNB SLR6.0.0.P0_P02 FOA -Handover Performance,,b6a67599-2aaa-4008-b541-a026ef26395f
Technical query on power boosting source in feature LTE-ME3004 Power Boosting for DL Control,,415473aa-ca67-4961-97fb-4bfd6b41a264
529 Errors in MRF,MRF,84cac545-fcf5-4034-bfca-ef2fee8335af
MR0CGW01 Failed Disks,CGW,c989e389-5a2a-4b85-9712-0aa56f744fd1
Overall Residual BLER Vs (Access+Retainability) KPI,,25042d65-b9c1-4b4e-a10e-608cd1c47b2f
SLR6.0.0 – LTE1800to3GOffload - LBRedirectiontoWCDMA counter is not pegging,Distributed Unit,55dc99fe-73f7-4aa5-aced-7b899ff7fd7c
eNB SLR6.0.0.P0_P02 FOA -  IRAT HO SR,,27b16368-fcf3-4dc0-81c7-1835ac698c9f
SLR6.0.0 – LTE1800to3GOffload - B1 EVENT is still being triggered on UEs when RATE_LB_CANDIDATE set to 0,Distributed Unit,77320a6e-6267-4dc5-a987-983a2382ebea
SLR 6.0: VoLTE coverage enhancement: SPS,,8db0ad33-7ca4-46cf-af03-3781567d5871
Performance statistics not available in LSM-R Hemel5,Operation System Support,a6f71c7d-f060-43a4-a215-441e65780daf
BRA016_Erab Setup zero for all 6 cells post UAMA swap,Distributed Unit,ae0b244b-a219-4bb0-899b-7eabdee760a1
SLR 4.5.0 : CA : aPeriodic CQI reports not included in Wideband CQI report counts,Distributed Unit,bf3d0ab0-76a5-4e98-9179-3b7cce9c3536
"Post SLR6.0.0_P02 Upgrade , 23 Sites Failing SW verification with ""db.tar.gz"" file Size 0 on eNB",Distributed Unit,f7dfd378-6b4f-4473-a9f3-6e0bfa2d3b76
"LTE-ME3308, UL Frequency Selective Scheduling - Customer Questions",,321a23dd-f42a-46b7-9b49-8d722903d1bb
SLR 6.0 carrier aggregation parameter explanation,,49cfb0f2-cc6b-40ef-9b67-1ffb7a777898
CGW Password Time Out doesn't time out the password,CGW,07d850f2-6ced-4460-a0d1-68edd4743791
MRO feature counter (TooLateHoRlfBeforeTriggeringAtSetup) doesn't peg,Distributed Unit,e5207cc5-e8db-475e-a46c-bdecce5fd51a
Radio scheduler,,ac94c3c1-5d0a-4524-8cc8-68c498f46949
HH0SAE03 RAID Firmware Upgrade - Failed,Gateway General Packet Radio Service,60f18bfb-6536-41e7-b8ab-c2f3bcac9fbc
MRO-012-A feature counter (TooLateHoRlfBeforeTriggeringAtSetup) doesn't peg,Distributed Unit,4fcec6a6-8f7a-446c-9c53-02a39dbcd282
PDCCH Utilization,,92ec614e-f825-45f8-b160-b4fcd9b213b3
MR0MME01 - /etc/cron.hourly/logrotate doesn't seem to be running,C-MME/SGSN,3c536935-a010-4941-989d-c7a25e9f82d7
DISK Failure at HTPLSM01,Operation System Support,f9810202-bd43-4e5e-b807-1f5eb1508a7f
S6504 REPORT PDP CTXT RESOURCE MISMATCH INFORMATION on BM0MME01,C-MME/SGSN,85dfd7f0-5261-4eae-9db6-1a34036ae54a
PCC NOT INCLUDING QCI AND ARP SHOULD BE EXIST IN RULEBASE,Gateway General Packet Radio Service,4634093e-9f36-4ae4-8abc-5b83729a0e69
VCE with SLR6.0 :  On VCE enabled cell with increased maxHARQTxBundling the UL BLER and Max Num of UL HARQ NACK Feedback are higher at Cell Edge situation.,,6bf0ecf6-813e-40b9-a8f3-0b9ea7b8aeb2
Reason header removed by SBC in SIP 486 response msg,Unified Access Gateway,4542b6c2-ed80-457f-ad0f-1263f7f83b46
VoLTE DCR QCI5 on HRW015 is ~ 3.55% and HGN029 is ~5.29%,,bc11a7bf-f81a-42a0-a5f3-b52d9c2a318d
changing the XML5MIN file keeping timer is not possible,VMIG,2d89695d-206b-41bb-b712-f059a05cd53a
Emergency service for unregistered subscriber didn't work,SBC ,49f29441-1718-48b4-8cd5-4f2fa04e9737
CM file missing for 66 sites.,,234d10e0-994b-4b9d-bcec-5c4fea85c4b5
MME Paging optimization,C-MME/SGSN,fa4cca33-7d8b-449b-8402-928fce7e3241
Sites Down issue_suspect disconnect from LSM only,,44bd43a3-720d-4b1f-95d9-c6404476f1d1
"LSM BM0LSM2M: ""Server Status is abnormal.Please check the Server Status""",Operation System Support,3715eb4d-a5e8-44ac-a7f0-9fe9daf1c0eb
Degradation to the mobility KPI seen since SLR 6.0.0 was rolled out,,2b4c1712-4af8-475b-a3fc-a96916b97e84
S1AP UE Context and E-RAB Release Causes,C-MME/SGSN,adec1acb-1d30-4dcc-977e-5cb49c87aa21
RRE performance of No-QCI,,99fa794f-0ee8-4edd-a43f-c5d2c3c64cf6
IMP DSP RESTART,Distributed Unit,4ca1460f-ec0b-4ff9-af29-5d6da7ae2ea9
RAID/Disk failed in Manchester LSMR3 .,Operation System Support,929b1285-9354-4852-83ec-d02b07d11acc
RAID/etc disk failed in Hemel 1 LSMR,Operation System Support,fbf3a135-ee5d-4071-8555-47deadef12b2
Dedicated preambles and TTI bundling activations interaction,,7c51830b-8434-4776-a251-248aa8ba860b
P-TMSI Signature mismatch,C-MME/SGSN,d7268da1-cf52-48e0-8530-ff547eae081d
Mediation are unable to collect from new CGW nodes due to file permissions,CGW,9f9ce1ac-d763-4296-a927-b83865563447
No PANI header in 503 when MT call has Rx failure,Unified Access Gateway,9a42da3e-00ed-464b-b1ea-301339f083a0
UAG sends 503 Service unavailable for incoming multiple REGISTER requests from the device,Unified Access Gateway,e0e63477-92d8-486c-86a8-799e88c990f3
VoWiFi Quality Issues - 447988113668,Unified Access Gateway,3f26cc24-8365-4bcd-8c41-81836efae248
RAID/etc disk failed on BM03 LSMR,Operation System Support,9794bec7-44ae-422c-a4dc-8322cbd749be
