Subject,System,ticket_id
3UK SLR9.0 P1:- S1_TUNNEL_GROUP_ID  (MAX_TGID_PER_SYS_CDD),Distributed Unit,cd6b9302-0b99-4bdd-8e85-fc32bc729d14
VFUK_ENB_Logs,Distributed Unit,9f4af889-009c-4af6-9594-5d6d7b2bcdef
[분석지원요청] Volte Call 시도 시 수신측 UE로 SIP Invite msg가 전달 되지 않음.,Distributed Unit,68299953-cdaa-48e7-9b5a-e8ff6876652f
Default Password change FOA,Distributed Unit,e16f3ba8-4cf6-4f34-962a-e7ebcf4aef9f
Certificate Alarm in Samsung eNB,Distributed Unit,7a05006d-582e-4a1d-904c-94d8466ceaf1
RCA investigation for 419 Samsung Sites,Distributed Unit,bb871d2b-ecd9-4e37-9e2e-f7ed8575ace4
[SVR23A O-RAN][VFRO ORO Pilot Romania] KPIs degradation after site reset,Distributed Unit,cbb935ad-8be0-4def-be6f-052f86de3b03
"[SVR23A O-RAN][VFRO ORO Pilot Romania] ON VFRO cells QCI1 MME abnormal releases, non-EUTRAN generated, with no sub-counter pegged",Distributed Unit,38d2dfb7-5706-4bef-8287-29ab50031c76
[SVR23A O-RAN][VFRO ORO Pilot Romania] RRC Setup Failures and ERAB Setup failure,Distributed Unit,31c72054-fd20-47db-b6b9-5f2007ba7205
NR Cell gets Barred while EN-DC attach with Qualcomm Chipset,Distributed Unit,12845487-e1d3-497b-a927-ca08c7084cc2
dpp function-fail alarm_Liveness probe failed_/VOS/2392OL_V_BE1746_ORAN_GL_vDU2-DPP[0],Distributed Unit,3bfe9242-0991-483e-860c-6314b799695e
[SVR23A O-RAN][VFRO ORO Pilot Romania] High number of TCH drops,Distributed Unit,1f8828bc-e620-4c57-be6d-4d884c7ab788
[SVR23A O-RAN][VFRO ORO Pilot Romania] High number of TCH drops,Distributed Unit,51d5b7b6-9bd8-4c84-b25a-d6ebdc0cbf62
[SVR23A O-RAN][VFRO ORO Pilot Romania] 3004TT_O_CR0383_ORAN_GL-DPP[1]/MIDHAUL_PORT[0] dpp port-down multiple time and auto recovered,Distributed Unit,96bc1f0f-0526-4e49-8fd6-898fb8629e5f
[SVR23A O-RAN][VFRO ORO Pilot Romania] dpp port-down and rmp-port down alarms triggered multiple times and auto recovered for site 6012TS-TEST_ORAN_GL,Distributed Unit,56352da5-6d83-4773-a59a-7f5c09b32618
When NETCONF session between UADPF and ORU is closed alarm on  /VOS/5437BR_V_CR1521_ORAN_GL/ORU[0]-ORU[0]  /ORU[1]/ ORU[2],Distributed Unit,0a641728-d5f9-49ed-9887-78fe3ffe2ad0
Samsung Intra eNB Mobility degradation - impact to VoLTE retainability,Distributed Unit,ec1fe0cd-e1f4-44cb-8982-9461b28d26a5
"File System threshold exceeded ; threshold 80.00%, actual 83.25%._2396PO_V_CR1516_ORAN_GL",Distributed Unit,18a63191-bbc2-4561-ad98-bffa0f14075b
CSFB to GSM not working,Distributed Unit,c2acffbd-9830-48b0-8777-25d0269b7799
"DPDK(resource) sw-unit-deactivated/activated , 2538PO_O_BE0389_ORAN_GL",Distributed Unit,9f8200ff-f087-4eca-85ee-0bdf5e98fbf0
CBC Alerts low success rates(Samsung Cells),Distributed Unit,6a2e5d14-4305-4514-9787-3ba16dc71c45
Unable to change DL EARFCN values in CELL-IDLE_CRQ000005402018 Samsung L1800 20Mhz Upgrade Plan Mop-UP,Distributed Unit,b5551fef-9617-462e-bfd6-6a86119fe684
ENB32 Unable to attach and make Calls,Distributed Unit,c2093301-edac-4aef-98a9-b8ab64203b83
SAM eNB-136 routes TAU to wrong MME  -> TAU Reject (EMM cause 9),Distributed Unit,b3d8b216-fb75-4710-bc01-d8fa6854a2de
Alarms reappearing on site POO012 after hardware replacement,Distributed Unit,bb37c139-55ce-480c-8507-c53eb505e18f
Intermittent issue - Repeated RRC reconfiguration messages from eNB with same RRC configuration message/contents.,Distributed Unit,347f5c1d-1f29-4bbb-8e0a-ef13bb0260a4
Issue with bringing eNodeB live (SW PKG doesn't download),Distributed Unit,349edd14-b75c-480d-8f52-b508713d49dd
Inter-eNB RRE feature does not work for the capacity based CAC failure with CALL_CAC_THRESH,Distributed Unit,c518333e-b472-49ea-b944-3f87ed4a49b2
SLR6.0.0_ALD Power Feeding Control - documentation query,Distributed Unit,7dad829f-99de-4016-b3a0-c0c78acb05e5
SLR6.0.P0_Ontops - ERAB Release counter calculation - TS1660FD,Distributed Unit,686192da-fdee-4d4d-b0be-f2084cec7f17
SLR 6.0 carrier aggregation Scell failure due to MAX_DL_CA_CC_NUM value,Distributed Unit,b7191958-8c40-498e-949e-bd1d10830ed4
"failed NAND FW upgrade, Service Off Alarm",Distributed Unit,721a1f40-ce37-43a9-9137-26179a297138
SLR4.5.0.P1 - CA 1800/800 -  ScellAdd not Rejected by CAC,Distributed Unit,2007627c-4130-4481-9796-b7e1ac2ec559
"iRAT ANR, new parameter GAP_RELEASE_FOR_REPORT_CGI",Distributed Unit,ac603aae-391b-4640-96a9-9b6923e1113f
SLR7.0 secondary VPN down,Distributed Unit,3cfbb7e0-e9c3-4561-80b6-7d67b6a665b0
Unable to update L9CA card FW for site SDL028.,Distributed Unit,cb64cec9-0908-4cd9-bb63-993405a53f5e
ECP CPRI FAIL on LCC2 following SLR 7.0 upgrade,Distributed Unit,db648c8d-d01b-46cb-bc46-d4673d6e1717
TTI-B with A-DRX doesn't work,Distributed Unit,76b8324e-1bc0-4254-8c92-7ec928464827
Packet Delay Counter Family – Implausible delay values,Distributed Unit,c762b3a1-44c0-4570-b92f-d5a1666b0ba3
eNB SLR700 SW Upgrade Fail,Distributed Unit,b5aed88a-86a5-4239-9670-adc21af9f5d4
"NAND FW Error, Service Off Alarm",Distributed Unit,ce6bc455-969c-433d-a987-9c44246cc4ae
CA 800/1800 Fairness Low Throughput(UAMA),Distributed Unit,3678827e-a948-4e75-a20e-f85f4ec568af
"3UK_LTE_eNB_SLR 6.0_NWI023_RRH function fail alarm intermittent for all RRH with SW notifications ,Site-NWI023",Distributed Unit,305ca760-9699-4cf1-8e96-0231b3bcf2c3
3UK_eNB_SLR7.0_ABS065_RRH FAN ALARM all Cnum's,Distributed Unit,c0789492-10cc-4d86-9ed3-f86e4c1f3e1d
3UK_LTE_eNB_SLR 6.0_HSW004_eNB failed to SLR 7.0 software update,Distributed Unit,6fb77acc-778d-41fd-8a17-971006b4228d
3UK_SLR 7.0_LUA_RUG016_Sleeping cell issue,Distributed Unit,36f4af67-35f1-4138-b772-9cd2f40dd40a
SLR7.0.0_P1 ULCoMP: No UL throughput gain for UL FTP Data call with ULCoMP activated on L800 cells (UAMA HW),Distributed Unit,24084293-ee20-40f5-821d-1b3628192b80
Sleeping cell issue,Distributed Unit,f98a6163-7e29-4fd7-a40d-4773c7f6e69a
"RSRQ Trigger - SRVCC not working, B2 not configured with RSRQ trigger PLD changes",Distributed Unit,63d6ca94-b730-4eab-a299-67ef8ccd5135
Testbed eNBSLR8.0:CPU Usage slight increase on UAMA after upgrade to SLR8.0.0,Distributed Unit,51534484-7b40-46d0-a914-6987b81505e0
3UK_LTE_SLR 8.0_eNB TX TF power low & Cell disabled without any alarms in L800B of UAMA sites,Distributed Unit,99b5dce1-f270-41e3-b03a-ecc08eabbdbc
3UK_LTE_SLR 8.0_Ald configuration command is not working_RTRV-ALD-CONF,Distributed Unit,3bc5466a-6044-4772-bf0a-6942d378250e
Chariot:Inter-eNB RRC Connection Reestablishment Reject between Huawei eNB and Samsung eNB and vice-a-versa,Distributed Unit,a8091e7a-9556-462f-a1bb-7e5970f2b4bc
The first SCTP INIT to a Maya MME is sent via VPN1 when it should be VPN0,Distributed Unit,45e1d8cf-af5d-4993-b89f-79d3a275cb4a
Intra LTE HOSR drop since 19/03/2019 in BM0LSM01 ( After LSM Disk Management changes were applied),Distributed Unit,144ab69c-1203-4a60-8e74-5ad011481b5b
Inter-vendor RLF Triggered HO during RRE,Distributed Unit,04eb70ab-30c6-4f4b-bcdb-4619fd76167e
[SLR9.0][Orange - Cluj Napoca][CSFB not working],Distributed Unit,227f34e0-d8c2-4ef7-b525-c9a60f24c794
Site not coming on air due to Loading Error Status - CHE025,Distributed Unit,2dc59155-bd21-4900-ab81-1bad391d3ddc
SVR19A OC2 OLN: NR Downlink throughput not reaching SVR18.3 values / Mercury targets,Distributed Unit,d4c21045-55b9-426d-bfeb-e9aa8d0e15e7
"WT0010 - LUA Swapped , L18 not recovering, possible LCC2 issue?",Distributed Unit,9622ca6b-238f-4ce6-88aa-da8a02391fc3
L1800 UAMA cell performace degradation,Distributed Unit,fb0b971f-ac38-4420-b7f3-4d506aadfdea
SVR19A OC2 OLN: NR UL Prescheduling no improvement in ping RTT,Distributed Unit,d76860c2-34aa-42ca-91eb-6c9691641e67
3UK_LTE_ LUA Repetetive Fault _ ERY025,Distributed Unit,bbc63279-6d84-44a5-80e3-67242e8c414e
3UK_LTE_ Intermittent Service Off Post SLR 8.0_P0_02 upgrade _ 1st July 2020_CRQM00010694759,Distributed Unit,220e0435-5772-45f2-bf3e-50513e339407
NetWorkS! (Orange Poland) S1RESET and RRM failure seen on TMPL cells only - high volume.,Distributed Unit,a72c031f-a9bb-45b8-be43-3e46561b6212
[SLR9.0.0/SVR19A P2][Orange Romania Cluj-Napoca][Site CL0756 multiple alarms and service-off],Distributed Unit,5163bab4-767e-407b-b22a-6a0767f1611a
SumActiveUEDL QCI8 - huge increase in counter value,Distributed Unit,58074d57-b01c-48c1-a48a-bdb737f28c70
SVR20C Poland Trial: Issue with DSS counters DLScheduledTTINum,Distributed Unit,ef3f10d3-5c95-42c7-a880-384f667363e6
H3G SLR8.0.0 P0_03 FOA - FW Verify NOK after eNB upgrade,Distributed Unit,17ad1665-54c2-4610-9b1b-665667077b03
3UK:SLR8.0 P03: MIssing/Incorrect PLD in xml files to LSM (NBI),Distributed Unit,351f1871-f25c-4430-b999-9e9bd4e05404
OLN LAB: ucr clock-source-or-path-fail alarm despite ucr leaf showing 10+ sattelites,Distributed Unit,2d16ff43-a7c6-4814-867d-cf74a2c64c86
[Play Poland Field Trial][SVR21B Orange Pkg][eNodeB][Carrier Aggregation Scells with very poor scheduling],Distributed Unit,d8b1e2c8-f078-40c5-afa4-72376e5bb11e
OLN LAB: Fluctuating throughput in good RF,Distributed Unit,3d2c044e-a615-4ee9-a208-a7d116753678
"3UK SLR9.0 P1:  IRAT PSHO FAILURE:  HandoverCommand no response from Nokia EPC, what changed?",Distributed Unit,d3eab39a-1f79-4c3f-a1e8-4965d7e941e6
3UK SLR9.0P1 InterVendor RRE (RLF HO) is not working,Distributed Unit,b91a9fbb-f0dd-4c87-b70a-4c982498d380
[OLN lab] fcp application-block-down after many sfn-fail alarms,Distributed Unit,d2bf885b-56ba-4de9-b612-436e5d1c5f38
3UK_LTE_Cells down with multiple alarms,Distributed Unit,d562b1f8-e3d0-4a05-bb53-7934f93f9146
3UK SLR9.0 P1 FOA#2(RRE): Call Drop and ERAB impact,Distributed Unit,07d47611-d9db-4e62-a85c-e860baacee43
High Inter-eNB RRE Failure Rate 90%,Distributed Unit,faf9bd71-de37-4940-95d4-fda296fc3f5c
DU0432 LUA site down after works,Distributed Unit,187ba83a-3179-42cd-8de0-6edf12d03c9f
Node Not sending CMP requests to NCM,Distributed Unit,4bdc3b40-aafe-434f-bc8e-db4bba45dc6c
DOUBLE_CHECK_RSRP_RSRP option not working on A4 Event for SPID HO,Distributed Unit,c0f0f283-0afb-44c1-9878-4f94481c6bed
"VF-UK Lab // SVR22B-R0202 & SVR23A-R0100 // eNB, LTE B1 // Constant RRC Connection Reestablishment Issue",Distributed Unit,bd7b76a6-810e-455c-8499-8c31b43ef8c7
[SVR23A O-RAN][VFRO ORO Pilot Romania] MAC binlog not capturing in CFMA path,Distributed Unit,35d93778-b416-4b67-bb6d-935dad18edf1
[SVR23A O-RAN][VFRO ORO Pilot Romania] Intermittent no Scell PRSs scheduled,Distributed Unit,c63e2072-c137-49ed-874e-33d4e86a0c5d
[SVR23A O-RAN][VFRO ORO Pilot Romania] Poor UE Context Retrieve Success Rate for ORO cells,Distributed Unit,32250148-c627-475a-80c0-f43dcb3b971b
[SVR23A O-RAN][VFRO ORO Pilot Romania] Higher Uplink interference in VFRO cells than co-sector ORO cells,Distributed Unit,451f7dee-d2ad-453d-b3c6-dce235e35618
[SVR23A O-RAN][VF ES Create] DPP no-phase-clock-ref-signal,Distributed Unit,8f6d2879-6a5c-4619-a9c9-bc44930fe128
[SVR23A O-RAN][VFES Create] Issues in gaining 5G SA and NSA service,Distributed Unit,12020bf2-b48c-4d15-b4c7-0b0a2ae71d2c
LAM037/LAM030/COL005 - RRH Digital Input low Alarm,Distributed Unit,6701d0f4-21db-44e4-8e47-f4096825bddb
SVR23A O-RAN][VFRO ORO Pilot Romania] SW Re-fork (gtob_bs.gsm.xcg) on GSM site 2392OL_V_BE1746_ORAN_GL_vDU2,Distributed Unit,0b7cec9d-f8fc-47b6-ba52-5d8cf8afd8a9
SRVCC to GSM is not working,Distributed Unit,b0554523-d70f-4ad6-9a90-128606b4bce8
"[SVR23A O-RAN][VFRO ORO Pilot Romania] Failures increased in s1 setup phase under ""S1ConnEstabFail_S1apSigFail""",Distributed Unit,6f178962-c832-4924-bf92-59a65b46e62c
Busy sites with quick drops on low band cells - all sites have LCC2 boards,Distributed Unit,e49573c0-407a-42fa-90f8-01f6aac9f0b2
Samsung_4G_MAN127_MAN127B62_SAM_4G_Data_Handover,Distributed Unit,46434537-70d2-42b2-bed5-dfa7ac9d671b
DIL Alarm on /VOS/2587BO_O_CR0165_ORAN_GL/ORU[6]-ORU[6]/tac_0_0_0_0/ta_0/1004  When the power level of I/Q digital data (which is inputted to amplifier) is lower than alarm threshold,Distributed Unit,8ccdc7ed-0327-4f4b-8624-2a05d6603f9e
Multiple X2 in HOSR degradation cases-TAM021 &KKS001,Distributed Unit,c491fd57-feff-4f89-8987-6247747ba37a
Energy Counter Query,Distributed Unit,eee2cc3c-665f-4ce4-8c06-e3662dbd0b02
Marko_test,Distributed Unit,97b122a9-4a9f-4000-9038-c371538859ac
SLR6.0.0 - Periodic InterRAT ANR is not working.,Distributed Unit,81f3b72e-18bd-4bc9-b174-bb4a9f835f35
SLR 6.0 : VoLTE during InterRatANR removes A2 Measurement configuration impacting SRVCC,Distributed Unit,a6d64415-03b1-43ba-8982-5a0ddcb043a1
SLR4.5.0.P1 - Interfrequency Periodic ANR -ENB is configuring Inter-frequency periodic ANR measurement configuration for NBR which has been added via Inter-frequency periodic ANR previously,Distributed Unit,86ba0cf0-c7d0-4e75-a026-a82873f8565b
SLR4.5.0.P1 - CA 1800/800 - It is possible to get UE DL throughput more than APN DL AMBR rate which is set during APN attach.,Distributed Unit,127d9f95-f8e5-4ec8-ae3a-6cdfbc370573
SLR4.5.0.P1 - CA 1800-800 - UE capability message was requested with every service request for Release10 devices,Distributed Unit,d8c5c010-fbf7-4d4b-b5f4-cfe568b20e56
DL-FSS:  AIDTH1 value affects DL-FSS functionality in SLR6.0.0_P02 eNB.,Distributed Unit,0932c889-6d06-4bc1-8645-63428ab56a9b
SLR6.0.0 – LTE1800to3GOffload - LBRedirectiontoWCDMA counter is not pegging,Distributed Unit,c3c41aad-58f6-4430-b96d-4f451540fcfe
SLR6.0.0 – LTE1800to3GOffload - B1 EVENT is still being triggered on UEs when RATE_LB_CANDIDATE set to 0,Distributed Unit,4c5c2fa5-65e9-4e6f-8c95-a5d5b3fd03fc
BRA016_Erab Setup zero for all 6 cells post UAMA swap,Distributed Unit,cc04b814-f78b-4939-9b97-0ee8fd49db91
SLR 4.5.0 : CA : aPeriodic CQI reports not included in Wideband CQI report counts,Distributed Unit,83f45744-72b6-4630-86d5-d39d9dc5d30d
"Post SLR6.0.0_P02 Upgrade , 23 Sites Failing SW verification with ""db.tar.gz"" file Size 0 on eNB",Distributed Unit,5ea6076b-4734-48a6-9f5c-49a1d20779c6
MRO feature counter (TooLateHoRlfBeforeTriggeringAtSetup) doesn't peg,Distributed Unit,fe6109b3-f010-48a9-9d41-ba043aa3f0fc
MRO-012-A feature counter (TooLateHoRlfBeforeTriggeringAtSetup) doesn't peg,Distributed Unit,9d60cf48-a65d-4d68-b1c7-7e3dc3385e9f
IMP DSP RESTART,Distributed Unit,bd588dda-58f4-4d54-a806-f01892b155fc
SLR7.0 ULCoMP: UE not able to register with ULCoMP activated on LUA1 HW eNB in SLR7.0,Distributed Unit,e6ff09c7-9ece-4abc-a1f8-ca4954b69703
SLR7.0 ULCoMP: No UL throughput gain for a VoLTE + UL FTP Data call with ULCoMP activated on LUA1 HW,Distributed Unit,2d08157c-42a8-42eb-a6fa-920d673cf0de
eNB Default Route Missing,Distributed Unit,1eba969a-02f6-4327-a7f6-a57ee3dd65dc
3UK_eNB_Site not taking traffic_RRC drop under counter ConnEstabFail_RrcSigTo,Distributed Unit,7b7f9e7f-9e8e-4c60-918f-d4e19c37bc7f
"Decor: With UE type of attach as GUTI, eNB is not selecting the correct target MME based on DCN-CONF",Distributed Unit,5f3807a1-e157-4ab4-ad27-0c31cdd789b6
eNB <-> PKI: eNB Vendor Certificate subject DN currently can only have one field (CN),Distributed Unit,26318ca4-ce39-422d-9c1b-9cca1a61c124
3UK_LTE_RRC traffic reduction in all cells of LPL058,Distributed Unit,c36ccbee-51d1-42e3-98e2-92db07e1ea10
CK0437 - Golden site with Intermittent service off,Distributed Unit,c2acf651-356d-483d-b659-5c0b1964aa0b
Nokia SeGW - eNB SCTP Primary selection behaviour not as design,Distributed Unit,04d4aa9e-bd97-4104-b73a-e41c752d2d2a
3UK_LTE_SOT071_ Session Not getting created after LUA card replacement,Distributed Unit,153eb828-641e-489b-ac3e-f35d79dda476
"3UK_LTE_Accessibility, Retainability and Step change in throughput",Distributed Unit,ab08e348-54b9-473d-89cd-0ac73f17b134
Duplicated eNB_id in other vendor causing low X2 HO Out Prep success rate,Distributed Unit,4f18dd58-32af-4472-b6e6-49db5625660e
OLN SVR19A OC2:  5G NR no user plane / FTP server data is possible,Distributed Unit,e19f5ec7-94eb-4114-976c-e19d7404e342
[SLR9.0][Orange - Cluj Napoca][cell reserved for operator & access class barring function not working as expected],Distributed Unit,e3f084c2-01eb-418b-bf54-86175c2cd92f
[SLR9.0][Orange - Cluj Napoca][Missing IRAT Neighbors Tab in USM],Distributed Unit,9e67be32-4795-4763-bb6e-429082c7c4b6
3UK _ LTE_ Follow-up RCA investigation of TS2050I9,Distributed Unit,1c1be7fe-f1d4-4f01-8fdf-154a31f7d0c5
3UK: 3UK : Inter vendor RRE between Samsung <-> Ericsson,Distributed Unit,b45024ad-cc02-4718-beaa-616e865f287c
[SLR9.0.0/SVR19A P2][Orange Romania Cluj-Napoca][Site CL0756 multiple alarms and service-off],Distributed Unit,c46874da-3e3e-4cdd-9550-2fa01d4623e3
3UK_LTE_MR0SLM04_ERE020_Site down post software upgrade,Distributed Unit,0f89c073-69d3-4719-84a1-1cc993dc7afe
3UK_LTE_ Observing Intermittent sleeping cell issue in BEX011,Distributed Unit,2f8019b0-b865-478e-9f66-a365e6e657f0
3UK_LTE_ Site not coming on air due to Loading Error and Protocol Status SNMP alarm_GLC124,Distributed Unit,419046e4-1f56-4349-af17-da5656e1a634
3UK_InterVen(H//)_S1HO_fail for 'endc-r15' IE introduction,Distributed Unit,fded0f62-9e25-4760-a2bf-68eb478693b9
3UK_LTE_ Cells not coming on air with DSP RESTART and SOC RESTART alarm_CDG058,Distributed Unit,0a621fb0-b04a-4161-8046-ddc805566007
[Play Poland Field Trial][SVR21B Orange Pkg][eNodeB][Only TimeAdvanceSection0(count) is pegged],Distributed Unit,98b81260-bd7b-4169-af35-e6bec4d16ef9
[Play Poland Field Trial][SVR21B Orange Pkg][eNodeB][Very lowe DL CQI with DLReceivedCQI0(count) pegged in very high volume],Distributed Unit,951bbc4b-0a5b-41f1-b057-80824a6c60c6
"3UK SLR9.0P1 CMData Size(Reported PLD/Tuples) has reduced, why?",Distributed Unit,13526a27-28a5-407d-9621-bf7b845bcf2e
3UK_LTE_Site down_Failed to run CMP client for updating CERTIFICATION,Distributed Unit,c438ed9d-0c5c-412b-b17e-ce38dc600f65
Unified PF Scheduler for CA througput clarification on UAMA,Distributed Unit,a973af2c-f463-4772-9f2b-71def9632014
Site Failed with Loading Error in LSM,Distributed Unit,b2d399d7-d013-4617-89ae-99bf16914731
test btsp,Distributed Unit,29f04feb-249f-4c79-85b2-876db86f53c2
Site down with Protocol Status Alarm Ping and SNMP alarms,Distributed Unit,5783febf-2ddc-4ec4-bc7f-9012c77982e3
Vendor Certificate Issue,Distributed Unit,08783508-12d2-4788-822b-ce4e7a259ca0
3UK SLR9.0 P1: TotNGbrPrb count usage: UAMA,Distributed Unit,eef08beb-d304-472a-b57e-174ca9a10c54
3UK SLR9.0 P1+ontops: UL throughput not the same SingleBand L800 [UAMA(higher) v LUA(lower)],Distributed Unit,974b783b-fbe4-4811-a59d-48ac1c1e4cf6
Site down with Protocol alarm,Distributed Unit,7cc6f82b-7547-4e42-a11d-f00dfe2f5e4f
Site down with Protocol alarm,Distributed Unit,56888d84-217e-4f13-930e-fc86add84ab2
FPHO for the Data Call is not performing,Distributed Unit,13a2107e-93de-4a88-b824-7efd8d6342a3
RCA fault investigation for 37 sites,Distributed Unit,d1c79a63-25e0-48a2-89e6-8660146227f6
EST024- Sleeping cell issue on Sec 3,Distributed Unit,28e64c9c-40b6-423c-87a2-f92e17dcc022
